,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Text_ID,Dominant_Topic_ID
48,48,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Never doubt that!,document #: 48,topic #: 5.0
49,49,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",The cop beat this man like he was a runaway slave.,document #: 49,topic #: 5.0
50,50,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","A Massachusetts cop’s wife faked a robbery and accused BLM of the crime.
BLM Framed For Home Invasion By Mass. Cop’s Wife | BM BM",document #: 50,topic #: 5.0
51,51,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Black community dedicated to bIaCk-owned businesses,document #: 51,topic #: 5.0
52,52,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","There you go, girl!",document #: 52,topic #: 5.0
53,53,5.0,0.19329999387264252,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","I stopped watching tv for new, cus i can't take all this bs. i see my people do!
| wana put this out straight, once and for all!
We all say it's a whiteman's world in the US. with white-favouring-rules and
everything, right?
So what makes you want to be a part of this system, in other terms, be a
slave to this system?

Why in the heck would you all be routing and rioting and fighting over and for
a two-party government system that cares less about you?

Damn, we all agreed with Kaepernick when he took the knee for us all, and
now we all, outta fear join white democrats to riot Trump?

Like wtf happened to we rising above the government system to improve our
lives and not joining this whole racist bias system?

Damn, that's sad!

#wakeup #organize #joshuabeal #altonsterling #TerenceCrutCher
#westandtogether #blacklivesmatter #unite4justice #hovem ber8
#elections2016 #black #melanin #blackisbeautiful #blacklivesmatter
#blackgirlmagic #USA #blackahdproud #democrat #republioan
#Africanamerican #unite4justice #vote #breakingnews",document #: 53,topic #: 5.0
54,54,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Do everything in your power to Change the society we live in and fight to
protect our Children.",document #: 54,topic #: 5.0
55,55,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",The blue gang is free to do whatever they want.,document #: 55,topic #: 5.0
56,56,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Donald Trump is NOT your president? Click on his face. Stop Trump and his
bigoted agenda! Not My President Blacktivist",document #: 56,topic #: 5.0
57,57,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Never back down, my friends. Black America is so tired of explaining and
debating.",document #: 57,topic #: 5.0
58,58,5.0,0.1923999935388565,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Cops shot and killed a bipolar Black women, Michelle Lee Shirley, following a

police Chase in Torrance, California. Bipolar Black Woman Killed By Cops
After Car Chase | BM BM",document #: 58,topic #: 5.0
59,59,5.0,0.19249999523162842,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Donald John Trump was elected the 45th president of the United States on

Tuesday! Today some massive crowds of libtards marched in NYC against
election of Donald Trump.

Come to Trump Tower (725 5th Ave) on Saturday to show Mr. Trump there
actually ARE people in NY who voted for him! Support Trump in NYC",document #: 59,topic #: 5.0
60,60,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Staying Woke,bui|ding-up our Black communities,up|ifting Black people. Join
us!",document #: 60,topic #: 5.0
61,61,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","When a man in blue afraid of a person of color so he has to shoot him,- ""blue""
lives don‘t exist.",document #: 61,topic #: 5.0
62,62,0.0,0.9571999907493591,"miners trump unity clay pennsylvania, mining coal producing steel creating, lobbyists interests current list locations, locations elaborated suggested cities erie, locations marconi plaza philadelphia miners, lucrative leave tens thousands people, lumber alternative energy possible subsidized, marconi plaza philadelphia miners trump, mechanics list goes trump pursues, miners trump pennsylvania coal industries","Innocent Jerome Smith has spent 31 years of his life in prison. He must be
brought home. Only you can help him. Please, sign the petition.
http://1090657914303896.|ink.thndrpnny.com/t8tsV",document #: 62,topic #: 0.0
